,ds,y
188,2010-01-18,41929.89099999998
189,2010-01-19,44678.403
190,2010-01-20,43384.52200000005
191,2010-01-21,43733.45399999999
192,2010-01-22,39993.20800000002
193,2010-01-23,22872.82099999999
194,2010-01-24,16326.096000000007
195,2010-01-25,43372.00799999997
196,2010-01-26,45256.55700000002
197,2010-01-27,43636.042000000016
198,2010-01-28,43410.00699999998
199,2010-01-29,41009.370999999985
200,2010-01-30,22091.199
201,2010-01-31,15936.331999999997
202,2010-02-01,43964.69900000001
203,2010-02-02,44215.02600000005
204,2010-02-03,43599.10100000001
205,2010-02-04,43829.521000000015
206,2010-02-05,40170.51100000002
207,2010-02-06,22013.837999999992
208,2010-02-07,16028.404000000013
209,2010-02-08,43060.627
210,2010-02-09,45244.723
211,2010-02-10,45030.921000000046
212,2010-02-11,44603.14900000001
213,2010-02-12,42508.67595967747
214,2010-02-13,22939.930959677415
215,2010-02-14,16048.132959677412
216,2010-02-15,41548.26295967741
217,2010-02-16,43329.323959677444
218,2010-02-17,43936.76395967742
219,2010-02-18,43401.608959677425
220,2010-02-19,41812.95795967742
221,2010-02-20,23089.41995967741
222,2010-02-21,16702.558959677423
223,2010-02-22,44222.65995967745
224,2010-02-23,47218.12495967739
225,2010-02-24,45561.99164192041
226,2010-02-25,44708.73564192032
227,2010-02-26,41008.890641920385
228,2010-02-27,23337.485641920404
229,2010-02-28,16620.520641920404
230,2010-03-01,41275.68664192035
231,2010-03-02,43480.549641920436
232,2010-03-03,43299.98364192038
233,2010-03-04,41403.54564192043
234,2010-03-05,38877.198641920426
235,2010-03-06,21166.372641920407
236,2010-03-07,15266.168641920414
237,2010-03-08,40376.49864192041
238,2010-03-09,41861.73059150027
239,2010-03-10,42189.038591500226
240,2010-03-11,41350.15259150023
241,2010-03-12,38114.54059150023
242,2010-03-13,21314.528591500257
243,2010-03-14,14539.06159150023
244,2010-03-15,38279.99959150026
245,2010-03-16,40018.45024047984
246,2010-03-17,16414.825240479826
247,2010-03-18,37256.63324047985
248,2010-03-19,34445.78624047985
249,2010-03-20,19708.851240479835
250,2010-03-21,13793.960240479844
251,2010-03-22,34976.51723462283
252,2010-03-23,38457.625234622836
253,2010-03-24,36560.20223462284
254,2010-03-25,36180.28123462284
255,2010-03-26,33640.13500717186
256,2010-03-27,19173.545007171837
257,2010-03-28,12473.93700717187
258,2010-03-29,37304.39869709439
259,2010-03-30,40422.57969709435
260,2010-03-31,39267.79469709435
261,2010-04-01,37193.33569709436
262,2010-04-02,23831.73969709435
263,2010-04-03,19278.68969709435
264,2010-04-04,13662.27469709435
265,2010-04-05,14921.311697094361
266,2010-04-06,35738.454697094356
267,2010-04-07,34182.560697094355
268,2010-04-08,33995.68569709435
269,2010-04-09,30750.854697094357
270,2010-04-10,17529.472697094356
271,2010-04-11,12507.988697094348
272,2010-04-12,30540.661697094343
273,2010-04-13,32400.492697094334
274,2010-04-14,32485.197697094343
275,2010-04-15,32485.589697094365
276,2010-04-16,29934.592697094355
277,2010-04-17,17185.49569709436
278,2010-04-18,12353.340697094352
279,2010-04-19,30918.520697094325
280,2010-04-20,32796.04569709434
281,2010-04-21,32444.575697094355
282,2010-04-22,32219.436697094352
283,2010-04-23,29600.727697094353
284,2010-04-24,17741.594697094355
285,2010-04-25,12210.111697094342
286,2010-04-26,29820.80969709438
287,2010-04-27,32001.23869709432
288,2010-04-28,30815.990697094345
289,2010-04-29,30797.972697094363
290,2010-04-30,28689.83769709434
291,2010-05-01,15862.46169709434
292,2010-05-02,10927.643697094352
293,2010-05-03,11968.78269709436
294,2010-05-04,30897.43851001954
295,2010-05-05,32278.487510019513
296,2010-05-06,31924.13151001953
297,2010-05-07,29282.78508577707
298,2010-05-08,16609.277085777085
299,2010-05-09,11676.916085777102
300,2010-05-10,29695.02408577709
301,2010-05-11,31923.029494024522
302,2010-05-12,31450.236494024506
303,2010-05-13,31094.572494024513
304,2010-05-14,28851.89049402453
305,2010-05-15,16283.164494024526
306,2010-05-16,11578.739494024523
307,2010-05-17,28807.678494024523
308,2010-05-18,30630.30249402449
309,2010-05-19,29408.02149402451
310,2010-05-20,28201.202494024532
311,2010-05-21,26081.255494024506
312,2010-05-22,14968.488494024523
313,2010-05-23,10230.029494024515
314,2010-05-24,27036.741494024533
315,2010-05-25,28104.913494024517
316,2010-05-26,28472.649494024496
317,2010-05-27,28541.45749402452
318,2010-05-28,26657.198494024502
319,2010-05-29,15190.012494024504
320,2010-05-30,10482.054494024529
321,2010-05-31,26340.911051656924
322,2010-06-01,28005.47105165694
323,2010-06-02,28030.455051656925
324,2010-06-03,27490.182051656895
325,2010-06-04,26215.8480516569
326,2010-06-05,14652.53605165691
327,2010-06-06,10336.17905165692
328,2010-06-07,10814.256051656917
329,2010-06-08,27566.697051656916
330,2010-06-09,28454.838666808446
331,2010-06-10,27963.835666808423
332,2010-06-11,25754.948984565443
333,2010-06-12,15076.956984565448
334,2010-06-13,10323.718984565447
335,2010-06-14,26038.859984565457
336,2010-06-15,27362.80798456544
337,2010-06-16,26882.47598456544
338,2010-06-17,27716.21198456543
339,2010-06-18,25747.433984565447
340,2010-06-19,14427.335984565449
341,2010-06-20,10238.114984565447
342,2010-06-21,25080.89498456545
343,2010-06-22,27171.403984565426
344,2010-06-23,26988.879658984035
345,2010-06-24,26857.455658984047
346,2010-06-25,25417.496658984026
347,2010-06-26,14671.83165898403
348,2010-06-27,10079.481658984048
349,2010-06-28,25069.84465898406
350,2010-06-29,26514.662658984063
351,2010-06-30,26781.51165898404
352,2010-07-01,26497.930369211317
353,2010-07-02,24492.530369211334
354,2010-07-03,14194.86236921132
355,2010-07-04,10020.757369211326
356,2010-07-05,24465.094622020308
357,2010-07-06,27270.689622020316
358,2010-07-07,26312.601622020324
359,2010-07-08,26206.902622020287
360,2010-07-09,25182.187224798083
361,2010-07-10,14275.600224798096
362,2010-07-11,9885.912224798085
363,2010-07-12,24336.38722479811
364,2010-07-13,26837.825224798107
365,2010-07-14,27097.586224798062
366,2010-07-15,26870.295224798094
367,2010-07-16,25097.71922479807
368,2010-07-17,14447.412224798078
369,2010-07-18,10008.71422479808
370,2010-07-19,24839.495630203503
371,2010-07-20,26628.162129174398
372,2010-07-21,26933.3616302035
373,2010-07-22,27025.80563020347
374,2010-07-23,25270.343980470898
375,2010-07-24,14785.179980470864
376,2010-07-25,10560.983980470877
377,2010-07-26,24308.70098047087
378,2010-07-27,25987.419980470884
379,2010-07-28,25266.754980470847
380,2010-07-29,25331.712980470846
381,2010-07-30,24328.661980470857
382,2010-07-31,13572.120980470863
383,2010-08-01,9705.406980470876
384,2010-08-02,10266.183980470872
385,2010-08-03,24290.03998047086
386,2010-08-04,25270.327980470876
387,2010-08-05,25336.801980470853
388,2010-08-06,24514.598980470862
389,2010-08-07,14101.573980470874
390,2010-08-08,9772.166980470874
391,2010-08-09,23972.650520112806
392,2010-08-10,25993.612520112816
393,2010-08-11,26038.5297007744
394,2010-08-12,25795.631700774396
395,2010-08-13,24325.545700774386
396,2010-08-14,14738.301700774387
397,2010-08-15,10543.727700774385
398,2010-08-16,24600.05670077438
399,2010-08-17,26006.01070077442
400,2010-08-18,26008.761700774383
401,2010-08-19,26223.6617007744
402,2010-08-20,24870.665700774414
403,2010-08-21,14611.639700774394
404,2010-08-22,10456.528700774395
405,2010-08-23,25088.184700774404
406,2010-08-24,26410.221700774408
407,2010-08-25,26559.5647007744
408,2010-08-26,26220.586700774387
409,2010-08-27,25261.208700774383
410,2010-08-28,14500.043700774402
411,2010-08-29,10202.978700774394
412,2010-08-30,24807.468700774414
413,2010-08-31,26229.257700774382
414,2010-09-01,26261.16870077442
415,2010-09-02,26444.79870077442
416,2010-09-03,24793.892700774377
417,2010-09-04,15086.423700774387
418,2010-09-05,10601.98370077439
419,2010-09-06,25873.120731800613
420,2010-09-07,27008.921731800638
421,2010-09-08,26494.855731800628
422,2010-09-09,26641.618731800627
423,2010-09-10,25404.983731800665
424,2010-09-11,14459.39673180063
425,2010-09-12,10603.421731800643
426,2010-09-13,26317.420731800656
427,2010-09-14,27713.654731800656
428,2010-09-15,27713.43855890346
429,2010-09-16,27557.76355890344
430,2010-09-17,26172.378558903445
431,2010-09-18,14923.959558903447
432,2010-09-19,10946.97155890345
433,2010-09-20,25504.084254053545
434,2010-09-21,27258.12530244068
435,2010-09-22,27812.211779884266
436,2010-09-23,27503.728779884277
437,2010-09-24,26280.49277988429
438,2010-09-25,15241.844302440648
439,2010-09-26,10759.528302440653
440,2010-09-27,27431.360302440688
441,2010-09-28,30293.416787701422
442,2010-09-29,29176.516787701436
443,2010-09-30,28760.87781478948
444,2010-10-01,27485.959814789487
445,2010-10-02,15418.139814789449
446,2010-10-03,11409.024814789467
447,2010-10-04,27825.475814789446
448,2010-10-05,29727.438814789453
449,2010-10-06,29468.613814789474
450,2010-10-07,29447.643614789482
451,2010-10-08,27541.54561478945
452,2010-10-09,15887.28061478946
453,2010-10-10,11412.190614789466
454,2010-10-11,26910.10661478946
455,2010-10-12,29287.87636204223
456,2010-10-13,30260.39664274397
457,2010-10-14,30809.887642743935
458,2010-10-15,28172.319642743973
459,2010-10-16,16623.70464274398
460,2010-10-17,12459.81764274395
461,2010-10-18,29900.394642744002
462,2010-10-19,31380.110642743966
463,2010-10-20,32616.163642743948
464,2010-10-21,32533.5117117095
465,2010-10-22,30614.592711709483
466,2010-10-23,17009.489711709488
467,2010-10-24,12617.22071170949
468,2010-10-25,14274.009711709492
469,2010-10-26,32785.990711709506
470,2010-10-27,32246.77871170948
471,2010-10-28,32905.99271170949
472,2010-10-29,31223.4237117095
473,2010-10-30,19184.067711709507
474,2010-10-31,14308.053711709485
475,2010-11-01,32752.474772762107
476,2010-11-02,34018.721772762125
477,2010-11-03,33992.89877276211
478,2010-11-04,32583.30177276211
479,2010-11-05,31046.75977276209
480,2010-11-06,18348.31677276212
481,2010-11-07,13696.906772762104
482,2010-11-08,34109.988772762124
483,2010-11-09,36271.88577276215
484,2010-11-10,36447.435772762125
485,2010-11-11,35996.903772762154
486,2010-11-12,33878.02477276211
487,2010-11-13,19482.286772762098
488,2010-11-14,14566.066772762118
489,2010-11-15,36594.38277276213
490,2010-11-16,38561.46877276213
491,2010-11-17,36883.55177276211
492,2010-11-18,36192.099772762136
493,2010-11-19,34316.36607093658
494,2010-11-20,19898.34107093658
495,2010-11-21,14711.870070936557
496,2010-11-22,37450.75607093656
497,2010-11-23,38721.86407093661
498,2010-11-24,38670.936070936594
499,2010-11-25,39091.93207093661
500,2010-11-26,37068.395111259175
501,2010-11-27,21628.209111259137
502,2010-11-28,16548.420111259147
503,2010-11-29,39569.46911125917
504,2010-11-30,40981.92123030672
505,2010-12-01,39900.346931296845
506,2010-12-02,39361.60816206608
507,2010-12-03,36841.85556169084
508,2010-12-04,22701.73738072786
509,2010-12-05,18680.907366166433
510,2010-12-06,41385.08359271418
511,2010-12-07,41907.831592714174
512,2010-12-08,42864.5765927142
513,2010-12-09,43131.37359271422
514,2010-12-10,39675.038330068244
515,2010-12-11,23352.69733006827
516,2010-12-12,18105.562330068275
517,2010-12-13,40985.18233006827
518,2010-12-14,42412.759874469804
519,2010-12-15,43057.65787446984
520,2010-12-16,41929.6318744698
521,2010-12-17,39559.945874469835
522,2010-12-18,23793.930286347193
523,2010-12-19,19107.140286347185
524,2010-12-20,42835.845200469324
525,2010-12-21,42553.7372004694
526,2010-12-22,41848.920677912974
527,2010-12-23,35169.368462130835
528,2010-12-24,22688.69880463599
529,2010-12-25,16844.12480463601
530,2010-12-26,17341.654804636022
531,2010-12-27,17719.31680463602
532,2010-12-28,18917.810804636003
533,2010-12-29,23568.385804636004
534,2010-12-30,23849.289804636024
535,2010-12-31,22206.100804636033
