,ds,y
88,2009-10-10,0.0
89,2009-10-11,0.0
90,2009-10-12,0.0
91,2009-10-13,0.0
92,2009-10-14,0.0
93,2009-10-15,0.0
94,2009-10-16,0.0
95,2009-10-17,0.0
96,2009-10-18,0.0
97,2009-10-19,0.0
98,2009-10-20,0.0
99,2009-10-21,0.0
100,2009-10-22,0.0
101,2009-10-23,0.0
102,2009-10-24,0.0
103,2009-10-25,0.0
104,2009-10-26,0.0
105,2009-10-27,0.0
106,2009-10-28,0.0
107,2009-10-29,0.0
108,2009-10-30,0.0
109,2009-10-31,0.0
110,2009-11-01,0.0
111,2009-11-02,0.0
112,2009-11-03,0.0
113,2009-11-04,0.0
114,2009-11-05,0.0
115,2009-11-06,0.0
116,2009-11-07,0.0
117,2009-11-08,0.0
118,2009-11-09,0.0
119,2009-11-10,0.0
120,2009-11-11,0.0
121,2009-11-12,0.0
122,2009-11-13,0.0
123,2009-11-14,0.0
124,2009-11-15,0.0
125,2009-11-16,0.0
126,2009-11-17,0.0
127,2009-11-18,0.0
128,2009-11-19,0.0
129,2009-11-20,0.0
130,2009-11-21,0.0
131,2009-11-22,0.0
132,2009-11-23,0.0
133,2009-11-24,0.0
134,2009-11-25,0.0
135,2009-11-26,0.0
136,2009-11-27,0.0
137,2009-11-28,0.0
138,2009-11-29,0.0
139,2009-11-30,0.0
140,2009-12-01,0.0
141,2009-12-02,0.0
142,2009-12-03,0.0
143,2009-12-04,0.0
144,2009-12-05,0.0
145,2009-12-06,0.0
146,2009-12-07,0.0
147,2009-12-08,0.0
148,2009-12-09,0.0
149,2009-12-10,0.0
150,2009-12-11,0.0
151,2009-12-12,0.0
152,2009-12-13,0.0
153,2009-12-14,0.0
154,2009-12-15,0.0
155,2009-12-16,0.0
156,2009-12-17,0.0
157,2009-12-18,0.0
158,2009-12-19,0.0
159,2009-12-20,0.0
160,2009-12-21,0.0
161,2009-12-22,0.0
162,2009-12-23,0.0
163,2009-12-24,0.0
164,2009-12-25,0.0
165,2009-12-26,0.0
166,2009-12-27,0.0
167,2009-12-28,0.0
168,2009-12-29,0.0
169,2009-12-30,0.0
170,2009-12-31,0.0
171,2010-01-01,0.0
172,2010-01-02,0.0
173,2010-01-03,0.0
174,2010-01-04,0.0
175,2010-01-05,0.0
176,2010-01-06,0.0
177,2010-01-07,0.0
178,2010-01-08,0.0
179,2010-01-09,0.0
180,2010-01-10,0.0
181,2010-01-11,0.0
182,2010-01-12,0.0
183,2010-01-13,0.0
184,2010-01-14,0.0
185,2010-01-15,0.0
186,2010-01-16,0.0
187,2010-01-17,0.0
188,2010-01-18,0.0
189,2010-01-19,0.0
190,2010-01-20,0.0
191,2010-01-21,0.0
192,2010-01-22,0.0
193,2010-01-23,0.0
194,2010-01-24,0.0
195,2010-01-25,0.0
196,2010-01-26,0.0
197,2010-01-27,0.0
198,2010-01-28,0.0
199,2010-01-29,0.0
200,2010-01-30,0.0
201,2010-01-31,0.0
202,2010-02-01,0.0
203,2010-02-02,0.0
204,2010-02-03,0.0
205,2010-02-04,0.0
206,2010-02-05,0.0
207,2010-02-06,0.0
208,2010-02-07,0.0
209,2010-02-08,0.0
210,2010-02-09,0.0
211,2010-02-10,0.0
212,2010-02-11,0.0
213,2010-02-12,0.0
214,2010-02-13,0.0
215,2010-02-14,0.0
216,2010-02-15,0.0
217,2010-02-16,0.0
218,2010-02-17,0.0
219,2010-02-18,0.0
220,2010-02-19,0.0
221,2010-02-20,0.0
222,2010-02-21,0.0
223,2010-02-22,0.0
224,2010-02-23,0.0
225,2010-02-24,0.0
226,2010-02-25,0.0
227,2010-02-26,0.0
228,2010-02-27,0.0
229,2010-02-28,0.0
230,2010-03-01,0.0
231,2010-03-02,0.0
232,2010-03-03,0.0
233,2010-03-04,0.0
234,2010-03-05,0.0
235,2010-03-06,0.0
236,2010-03-07,0.0
237,2010-03-08,0.0
238,2010-03-09,0.0
239,2010-03-10,0.0
240,2010-03-11,0.0
241,2010-03-12,0.0
242,2010-03-13,0.0
243,2010-03-14,0.0
244,2010-03-15,0.0
245,2010-03-16,0.0
246,2010-03-17,0.0
247,2010-03-18,0.0
248,2010-03-19,0.0
249,2010-03-20,0.0
250,2010-03-21,0.0
251,2010-03-22,0.0
252,2010-03-23,0.0
253,2010-03-24,0.0
254,2010-03-25,0.0
255,2010-03-26,0.0
256,2010-03-27,0.0
257,2010-03-28,0.0
258,2010-03-29,0.0
259,2010-03-30,0.0
260,2010-03-31,0.0
261,2010-04-01,0.0
262,2010-04-02,0.0
263,2010-04-03,0.0
264,2010-04-04,0.0
265,2010-04-05,0.0
266,2010-04-06,0.0
267,2010-04-07,0.0
268,2010-04-08,0.0
269,2010-04-09,0.0
270,2010-04-10,0.0
271,2010-04-11,0.0
272,2010-04-12,0.0
273,2010-04-13,0.0
274,2010-04-14,0.0
275,2010-04-15,0.0
276,2010-04-16,0.0
277,2010-04-17,0.0
278,2010-04-18,0.0
279,2010-04-19,0.0
280,2010-04-20,0.0
281,2010-04-21,0.0
282,2010-04-22,0.0
283,2010-04-23,0.0
284,2010-04-24,0.0
285,2010-04-25,0.0
286,2010-04-26,0.0
287,2010-04-27,0.0
288,2010-04-28,0.0
289,2010-04-29,0.0
290,2010-04-30,0.0
291,2010-05-01,0.0
292,2010-05-02,0.0
293,2010-05-03,0.0
294,2010-05-04,0.0
295,2010-05-05,0.0
296,2010-05-06,0.0
297,2010-05-07,0.0
298,2010-05-08,0.0
299,2010-05-09,0.0
300,2010-05-10,0.0
301,2010-05-11,0.0
302,2010-05-12,0.0
303,2010-05-13,0.0
304,2010-05-14,0.0
305,2010-05-15,0.0
306,2010-05-16,0.0
307,2010-05-17,0.0
308,2010-05-18,0.0
309,2010-05-19,0.0
310,2010-05-20,0.0
311,2010-05-21,0.0
312,2010-05-22,0.0
313,2010-05-23,0.0
314,2010-05-24,0.0
315,2010-05-25,0.0
316,2010-05-26,0.0
317,2010-05-27,0.0
318,2010-05-28,0.0
319,2010-05-29,0.0
320,2010-05-30,0.0
321,2010-05-31,0.0
322,2010-06-01,0.0
323,2010-06-02,0.0
324,2010-06-03,0.0
325,2010-06-04,0.0
326,2010-06-05,0.0
327,2010-06-06,0.0
328,2010-06-07,0.0
329,2010-06-08,0.0
330,2010-06-09,0.0
331,2010-06-10,0.0
332,2010-06-11,0.0
333,2010-06-12,0.0
334,2010-06-13,0.0
335,2010-06-14,0.0
336,2010-06-15,0.0
337,2010-06-16,0.0
338,2010-06-17,0.0
339,2010-06-18,0.0
340,2010-06-19,0.0
341,2010-06-20,0.0
342,2010-06-21,0.0
343,2010-06-22,0.0
344,2010-06-23,0.0
345,2010-06-24,0.0
346,2010-06-25,0.0
347,2010-06-26,0.0
348,2010-06-27,0.0
349,2010-06-28,0.0
350,2010-06-29,0.0
351,2010-06-30,0.0
352,2010-07-01,0.0
353,2010-07-02,0.0
354,2010-07-03,0.0
355,2010-07-04,0.0
356,2010-07-05,0.0
357,2010-07-06,0.0
358,2010-07-07,0.0
359,2010-07-08,0.0
360,2010-07-09,0.0
361,2010-07-10,0.0
362,2010-07-11,0.0
363,2010-07-12,0.0
364,2010-07-13,0.0
365,2010-07-14,0.0
366,2010-07-15,0.0
367,2010-07-16,0.0
368,2010-07-17,0.0
369,2010-07-18,0.0
370,2010-07-19,0.0
371,2010-07-20,0.0
372,2010-07-21,0.0
373,2010-07-22,0.0
374,2010-07-23,0.0
375,2010-07-24,0.0
376,2010-07-25,0.0
377,2010-07-26,0.0
378,2010-07-27,0.0
379,2010-07-28,0.0
380,2010-07-29,0.0
381,2010-07-30,0.0
382,2010-07-31,0.0
383,2010-08-01,0.0
384,2010-08-02,0.0
385,2010-08-03,0.0
386,2010-08-04,0.0
387,2010-08-05,0.0
388,2010-08-06,0.0
389,2010-08-07,0.0
390,2010-08-08,0.0
391,2010-08-09,0.0
392,2010-08-10,0.0
393,2010-08-11,0.0
394,2010-08-12,0.0
395,2010-08-13,0.0
396,2010-08-14,0.0
397,2010-08-15,0.0
398,2010-08-16,0.0
399,2010-08-17,0.0
400,2010-08-18,0.0
401,2010-08-19,0.0
402,2010-08-20,0.0
403,2010-08-21,0.0
404,2010-08-22,0.0
405,2010-08-23,0.0
406,2010-08-24,0.0
407,2010-08-25,0.0
408,2010-08-26,0.0
409,2010-08-27,0.0
410,2010-08-28,0.0
411,2010-08-29,0.0
412,2010-08-30,0.0
413,2010-08-31,0.0
414,2010-09-01,0.0
415,2010-09-02,0.0
416,2010-09-03,0.0
417,2010-09-04,0.0
418,2010-09-05,0.0
419,2010-09-06,0.0
420,2010-09-07,0.0
421,2010-09-08,0.0
422,2010-09-09,0.0
423,2010-09-10,0.0
424,2010-09-11,0.0
425,2010-09-12,0.0
426,2010-09-13,0.0
427,2010-09-14,0.0
428,2010-09-15,0.0
429,2010-09-16,0.0
430,2010-09-17,0.0
431,2010-09-18,0.0
432,2010-09-19,0.0
433,2010-09-20,0.0
434,2010-09-21,0.0
435,2010-09-22,0.0
436,2010-09-23,0.0
437,2010-09-24,0.0
438,2010-09-25,0.0
439,2010-09-26,0.0
440,2010-09-27,0.0
441,2010-09-28,0.0
442,2010-09-29,0.0
443,2010-09-30,0.0
444,2010-10-01,0.0
445,2010-10-02,0.0
446,2010-10-03,0.0
447,2010-10-04,0.0
448,2010-10-05,0.0
449,2010-10-06,0.0
450,2010-10-07,0.0
451,2010-10-08,0.0
452,2010-10-09,0.0
453,2010-10-10,0.0
454,2010-10-11,0.0
455,2010-10-12,0.0
456,2010-10-13,0.0
457,2010-10-14,0.0
458,2010-10-15,0.0
459,2010-10-16,0.0
460,2010-10-17,0.0
461,2010-10-18,0.0
462,2010-10-19,0.0
463,2010-10-20,0.0
464,2010-10-21,0.0
465,2010-10-22,0.0
466,2010-10-23,0.0
467,2010-10-24,0.0
468,2010-10-25,0.0
469,2010-10-26,0.0
470,2010-10-27,0.0
471,2010-10-28,0.0
472,2010-10-29,0.0
473,2010-10-30,0.0
474,2010-10-31,0.0
475,2010-11-01,0.0
476,2010-11-02,0.0
477,2010-11-03,0.0
478,2010-11-04,0.0
479,2010-11-05,0.0
480,2010-11-06,0.0
481,2010-11-07,0.0
482,2010-11-08,0.0
483,2010-11-09,0.0
484,2010-11-10,0.0
485,2010-11-11,0.0
486,2010-11-12,0.0
487,2010-11-13,0.0
488,2010-11-14,0.0
489,2010-11-15,0.0
490,2010-11-16,0.0
491,2010-11-17,0.0
492,2010-11-18,0.0
493,2010-11-19,0.0
494,2010-11-20,0.0
495,2010-11-21,0.0
496,2010-11-22,0.0
497,2010-11-23,0.0
498,2010-11-24,0.0
499,2010-11-25,0.0
500,2010-11-26,0.0
501,2010-11-27,0.0
502,2010-11-28,0.0
503,2010-11-29,0.0
504,2010-11-30,0.0
505,2010-12-01,0.0
506,2010-12-02,0.0
507,2010-12-03,0.0
508,2010-12-04,0.0
509,2010-12-05,0.0
510,2010-12-06,0.0
511,2010-12-07,0.0
512,2010-12-08,0.0
513,2010-12-09,0.0
514,2010-12-10,0.0
515,2010-12-11,0.0
516,2010-12-12,0.0
517,2010-12-13,0.0
518,2010-12-14,0.0
519,2010-12-15,0.0
520,2010-12-16,0.0
521,2010-12-17,0.0
522,2010-12-18,0.0
523,2010-12-19,0.0
524,2010-12-20,0.0
525,2010-12-21,0.0
526,2010-12-22,0.0
527,2010-12-23,0.0
528,2010-12-24,0.0
529,2010-12-25,0.0
530,2010-12-26,0.0
531,2010-12-27,0.0
532,2010-12-28,0.0
533,2010-12-29,0.0
534,2010-12-30,0.0
535,2010-12-31,0.0
